,org:resource,lifecycle:transition,concept:name,time:timestamp,REG_DATE,case:concept:name,Request loan amount,Case length in calendar days,activity_count,average_cancellation,average_resource,bounded_existence_O_ACCEPTED,four_eye_principle_O_CREATED_O_ACCEPTED
104666,10881.0,COMPLETE,Sent loan offer to client,2011-11-30 17:46:39,2011-11-30 17:28:00.232000+01:00,190210,15000,7.0,5,0,3,0,0
104674,11049.0,COMPLETE,Receive documents from client,2011-12-06 11:01:51,2011-11-30 17:28:00.232000+01:00,190210,15000,7.0,5,0,3,0,0
104683,10138.0,COMPLETE,Approve loan request,2011-12-08 10:17:54,2011-11-30 17:28:00.232000+01:00,190210,15000,7.0,5,0,3,0,0
104691,11202.0,COMPLETE,Loan requested,2011-11-30 17:47:23,2011-11-30 17:37:53.413000+01:00,190213,8000,20.0,5,0,3,0,0
104693,11202.0,COMPLETE,Create loan offer,2011-11-30 17:47:24,2011-11-30 17:37:53.413000+01:00,190213,8000,20.0,5,0,3,0,0
104694,11202.0,COMPLETE,Sent loan offer to client,2011-11-30 17:47:24,2011-11-30 17:37:53.413000+01:00,190213,8000,20.0,5,0,3,0,0
104700,11259.0,COMPLETE,Receive documents from client,2011-12-07 11:44:08,2011-11-30 17:37:53.413000+01:00,190213,8000,20.0,5,0,3,0,0
104739,10609.0,COMPLETE,Approve loan request,2011-12-21 11:56:38,2011-11-30 17:37:53.413000+01:00,190213,8000,20.0,5,0,3,0,0
104752,11002.0,COMPLETE,Loan requested,2011-11-30 18:32:21,2011-11-30 17:53:07.410000+01:00,190216,5000,7.0,5,0,3,0,0
104753,11002.0,COMPLETE,Create loan offer,2011-11-30 18:32:22,2011-11-30 17:53:07.410000+01:00,190216,5000,7.0,5,0,3,0,0
104754,11002.0,COMPLETE,Sent loan offer to client,2011-11-30 18:32:22,2011-11-30 17:53:07.410000+01:00,190216,5000,7.0,5,0,3,0,0
104758,11049.0,COMPLETE,Receive documents from client,2011-12-06 11:27:58,2011-11-30 17:53:07.410000+01:00,190216,5000,7.0,5,0,3,0,0
104764,10972.0,COMPLETE,Approve loan request,2011-12-08 13:04:32,2011-11-30 17:53:07.410000+01:00,190216,5000,7.0,5,0,3,0,0
104814,11122.0,COMPLETE,Loan requested,2011-11-30 19:46:48,2011-11-30 19:36:33.523000+01:00,190240,5000,18.0,5,0,3,0,0
104815,11122.0,COMPLETE,Create loan offer,2011-11-30 19:46:48,2011-11-30 19:36:33.523000+01:00,190240,5000,18.0,5,0,3,0,0
104816,11122.0,COMPLETE,Sent loan offer to client,2011-11-30 19:46:48,2011-11-30 19:36:33.523000+01:00,190240,5000,18.0,5,0,3,0,0
104832,10899.0,COMPLETE,Receive documents from client,2011-12-15 11:02:42,2011-11-30 19:36:33.523000+01:00,190240,5000,18.0,5,0,3,0,0
104844,10609.0,COMPLETE,Approve loan request,2011-12-19 13:21:42,2011-11-30 19:36:33.523000+01:00,190240,5000,18.0,5,0,3,0,0
105123,11189.0,COMPLETE,Loan requested,2011-12-02 09:55:35,2011-11-30 21:29:43.438000+01:00,190285,25000,17.0,5,0,3,0,0
105124,11189.0,COMPLETE,Create loan offer,2011-12-02 09:55:38,2011-11-30 21:29:43.438000+01:00,190285,25000,17.0,5,0,3,0,0
105125,11189.0,COMPLETE,Sent loan offer to client,2011-12-02 09:55:38,2011-11-30 21:29:43.438000+01:00,190285,25000,17.0,5,0,3,0,0
105137,11049.0,COMPLETE,Receive documents from client,2011-12-15 11:12:16,2011-11-30 21:29:43.438000+01:00,190285,25000,17.0,5,0,3,0,0
105142,10138.0,COMPLETE,Approve loan request,2011-12-19 10:33:47,2011-11-30 21:29:43.438000+01:00,190285,25000,17.0,5,0,3,0,0
105162,11179.0,COMPLETE,Loan requested,2011-12-01 16:39:06,2011-11-30 21:30:40.581000+01:00,190288,17000,12.0,5,0,3,0,0
105163,11179.0,COMPLETE,Create loan offer,2011-12-01 16:39:07,2011-11-30 21:30:40.581000+01:00,190288,17000,12.0,5,0,3,0,0
105164,11179.0,COMPLETE,Sent loan offer to client,2011-12-01 16:39:08,2011-11-30 21:30:40.581000+01:00,190288,17000,12.0,5,0,3,0,0
105168,11049.0,COMPLETE,Receive documents from client,2011-12-08 10:05:02,2011-11-30 21:30:40.581000+01:00,190288,17000,12.0,5,0,3,0,0
105195,10779.0,COMPLETE,Approve loan request,2011-12-14 09:32:06,2011-11-30 21:30:40.581000+01:00,190288,17000,12.0,5,0,3,0,0
105209,10971.0,COMPLETE,Loan requested,2011-12-02 13:13:42,2011-11-30 22:21:19.249000+01:00,190299,20000,25.0,5,0,3,0,0
105211,10971.0,COMPLETE,Create loan offer,2011-12-02 13:13:44,2011-11-30 22:21:19.249000+01:00,190299,20000,25.0,5,0,3,0,0
105212,10971.0,COMPLETE,Sent loan offer to client,2011-12-02 13:13:44,2011-11-30 22:21:19.249000+01:00,190299,20000,25.0,5,0,3,0,0
105234,10899.0,COMPLETE,Receive documents from client,2011-12-27 09:53:12,2011-11-30 22:21:19.249000+01:00,190299,20000,25.0,5,0,3,0,0
105241,10809.0,COMPLETE,Approve loan request,2011-12-27 15:38:39,2011-11-30 22:21:19.249000+01:00,190299,20000,25.0,5,0,3,0,0
105303,11179.0,COMPLETE,Loan requested,2011-12-08 20:06:32,2011-11-30 22:57:17.801000+01:00,190305,17000,19.0,5,0,3,0,0
105304,11179.0,COMPLETE,Create loan offer,2011-12-08 20:06:32,2011-11-30 22:57:17.801000+01:00,190305,17000,19.0,5,0,3,0,0
105305,11179.0,COMPLETE,Sent loan offer to client,2011-12-08 20:06:32,2011-11-30 22:57:17.801000+01:00,190305,17000,19.0,5,0,3,0,0
105315,11259.0,COMPLETE,Receive documents from client,2011-12-20 10:07:54,2011-11-30 22:57:17.801000+01:00,190305,17000,19.0,5,0,3,0,0
105355,10809.0,COMPLETE,Approve loan request,2011-12-28 08:49:02,2011-11-30 22:57:17.801000+01:00,190305,17000,19.0,5,0,3,0,0
105474,10910.0,COMPLETE,Loan requested,2011-12-01 12:23:55,2011-12-01 09:54:00.584000+01:00,190354,20000,39.0,13,2,5,0,0
105475,10910.0,COMPLETE,Create loan offer,2011-12-01 12:23:56,2011-12-01 09:54:00.584000+01:00,190354,20000,39.0,13,2,5,0,0
105476,10910.0,COMPLETE,Sent loan offer to client,2011-12-01 12:23:56,2011-12-01 09:54:00.584000+01:00,190354,20000,39.0,13,2,5,0,0
105482,10863.0,COMPLETE,Cancel loan request,2011-12-06 16:40:54,2011-12-01 09:54:00.584000+01:00,190354,20000,39.0,13,2,5,0,0
105483,10863.0,COMPLETE,Loan requested,2011-12-06 16:40:54,2011-12-01 09:54:00.584000+01:00,190354,20000,39.0,13,2,5,0,0
105484,10863.0,COMPLETE,Create loan offer,2011-12-06 16:40:56,2011-12-01 09:54:00.584000+01:00,190354,20000,39.0,13,2,5,0,0
105485,10863.0,COMPLETE,Sent loan offer to client,2011-12-06 16:40:56,2011-12-01 09:54:00.584000+01:00,190354,20000,39.0,13,2,5,0,0
105499,11000.0,COMPLETE,Cancel loan request,2011-12-21 16:29:50,2011-12-01 09:54:00.584000+01:00,190354,20000,39.0,13,2,5,0,0
105500,11000.0,COMPLETE,Loan requested,2011-12-21 16:29:50,2011-12-01 09:54:00.584000+01:00,190354,20000,39.0,13,2,5,0,0
105501,11000.0,COMPLETE,Create loan offer,2011-12-21 16:29:51,2011-12-01 09:54:00.584000+01:00,190354,20000,39.0,13,2,5,0,0
105502,11000.0,COMPLETE,Sent loan offer to client,2011-12-21 16:29:51,2011-12-01 09:54:00.584000+01:00,190354,20000,39.0,13,2,5,0,0
105512,11049.0,COMPLETE,Receive documents from client,2012-01-02 10:29:10,2011-12-01 09:54:00.584000+01:00,190354,20000,39.0,13,2,5,0,0
105545,10629.0,COMPLETE,Approve loan request,2012-01-10 10:06:37,2011-12-01 09:54:00.584000+01:00,190354,20000,39.0,13,2,5,0,0
105764,11179.0,COMPLETE,Loan requested,2011-12-01 12:38:41,2011-12-01 11:26:37.148000+01:00,190387,5000,19.0,9,1,4,0,0
105766,11179.0,COMPLETE,Create loan offer,2011-12-01 12:38:43,2011-12-01 11:26:37.148000+01:00,190387,5000,19.0,9,1,4,0,0
105767,11179.0,COMPLETE,Sent loan offer to client,2011-12-01 12:38:43,2011-12-01 11:26:37.148000+01:00,190387,5000,19.0,9,1,4,0,0
105771,11121.0,COMPLETE,Loan requested,2011-12-06 11:17:44,2011-12-01 11:26:37.148000+01:00,190387,5000,19.0,9,1,4,0,0
105772,11121.0,COMPLETE,Cancel loan request,2011-12-06 11:17:44,2011-12-01 11:26:37.148000+01:00,190387,5000,19.0,9,1,4,0,0
105773,11121.0,COMPLETE,Create loan offer,2011-12-06 11:17:46,2011-12-01 11:26:37.148000+01:00,190387,5000,19.0,9,1,4,0,0
105774,11121.0,COMPLETE,Sent loan offer to client,2011-12-06 11:17:46,2011-12-01 11:26:37.148000+01:00,190387,5000,19.0,9,1,4,0,0
105778,10899.0,COMPLETE,Receive documents from client,2011-12-13 09:35:41,2011-12-01 11:26:37.148000+01:00,190387,5000,19.0,9,1,4,0,0
105798,10609.0,COMPLETE,Approve loan request,2011-12-21 10:57:52,2011-12-01 11:26:37.148000+01:00,190387,5000,19.0,9,1,4,0,0
105865,10910.0,COMPLETE,Loan requested,2011-12-01 12:05:13,2011-12-01 11:47:38.263000+01:00,190396,7800,7.0,5,0,3,0,0
105867,10910.0,COMPLETE,Create loan offer,2011-12-01 12:05:14,2011-12-01 11:47:38.263000+01:00,190396,7800,7.0,5,0,3,0,0
105868,10910.0,COMPLETE,Sent loan offer to client,2011-12-01 12:05:14,2011-12-01 11:47:38.263000+01:00,190396,7800,7.0,5,0,3,0,0
105872,11259.0,COMPLETE,Receive documents from client,2011-12-07 11:09:47,2011-12-01 11:47:38.263000+01:00,190396,7800,7.0,5,0,3,0,0
105876,10809.0,COMPLETE,Approve loan request,2011-12-09 10:33:50,2011-12-01 11:47:38.263000+01:00,190396,7800,7.0,5,0,3,0,0
105896,10138.0,COMPLETE,Loan requested,2011-12-01 12:17:12,2011-12-01 11:53:04.441000+01:00,190402,27700,18.0,5,0,1,0,1
105898,10138.0,COMPLETE,Create loan offer,2011-12-01 12:17:13,2011-12-01 11:53:04.441000+01:00,190402,27700,18.0,5,0,1,0,1
105899,10138.0,COMPLETE,Sent loan offer to client,2011-12-01 12:17:14,2011-12-01 11:53:04.441000+01:00,190402,27700,18.0,5,0,1,0,1
105903,10138.0,COMPLETE,Receive documents from client,2011-12-01 12:17:47,2011-12-01 11:53:04.441000+01:00,190402,27700,18.0,5,0,1,0,1
105984,10138.0,COMPLETE,Approve loan request,2011-12-20 10:41:40,2011-12-01 11:53:04.441000+01:00,190402,27700,18.0,5,0,1,0,1
106031,10910.0,COMPLETE,Loan requested,2011-12-01 12:30:43,2011-12-01 12:15:35.509000+01:00,190411,8000,10.0,5,0,3,0,0
106032,10910.0,COMPLETE,Create loan offer,2011-12-01 12:30:44,2011-12-01 12:15:35.509000+01:00,190411,8000,10.0,5,0,3,0,0
106033,10910.0,COMPLETE,Sent loan offer to client,2011-12-01 12:30:44,2011-12-01 12:15:35.509000+01:00,190411,8000,10.0,5,0,3,0,0
106037,11259.0,COMPLETE,Receive documents from client,2011-12-07 10:48:54,2011-12-01 12:15:35.509000+01:00,190411,8000,10.0,5,0,3,0,0
106051,10609.0,COMPLETE,Approve loan request,2011-12-12 10:45:03,2011-12-01 12:15:35.509000+01:00,190411,8000,10.0,5,0,3,0,0
106173,11180.0,COMPLETE,Loan requested,2011-12-01 20:52:37,2011-12-01 12:59:09.947000+01:00,190432,15000,25.0,9,1,4,0,0
106174,11180.0,COMPLETE,Create loan offer,2011-12-01 20:53:41,2011-12-01 12:59:09.947000+01:00,190432,15000,25.0,9,1,4,0,0
106175,11180.0,COMPLETE,Sent loan offer to client,2011-12-01 20:53:41,2011-12-01 12:59:09.947000+01:00,190432,15000,25.0,9,1,4,0,0
106185,10862.0,COMPLETE,Loan requested,2011-12-10 14:47:15,2011-12-01 12:59:09.947000+01:00,190432,15000,25.0,9,1,4,0,0
106186,10862.0,COMPLETE,Cancel loan request,2011-12-10 14:47:15,2011-12-01 12:59:09.947000+01:00,190432,15000,25.0,9,1,4,0,0
106187,10862.0,COMPLETE,Create loan offer,2011-12-10 14:47:16,2011-12-01 12:59:09.947000+01:00,190432,15000,25.0,9,1,4,0,0
106188,10862.0,COMPLETE,Sent loan offer to client,2011-12-10 14:47:16,2011-12-01 12:59:09.947000+01:00,190432,15000,25.0,9,1,4,0,0
106198,10899.0,COMPLETE,Receive documents from client,2011-12-27 09:49:52,2011-12-01 12:59:09.947000+01:00,190432,15000,25.0,9,1,4,0,0
106202,10629.0,COMPLETE,Approve loan request,2011-12-27 10:48:21,2011-12-01 12:59:09.947000+01:00,190432,15000,25.0,9,1,4,0,0
106257,11120.0,COMPLETE,Loan requested,2011-12-01 15:41:25,2011-12-01 14:07:10.790000+01:00,190462,9950,19.0,9,1,3,0,0
106258,11120.0,COMPLETE,Create loan offer,2011-12-01 15:41:27,2011-12-01 14:07:10.790000+01:00,190462,9950,19.0,9,1,3,0,0
106259,11120.0,COMPLETE,Sent loan offer to client,2011-12-01 15:41:27,2011-12-01 14:07:10.790000+01:00,190462,9950,19.0,9,1,3,0,0
106263,11120.0,COMPLETE,Cancel loan request,2011-12-01 15:43:55,2011-12-01 14:07:10.790000+01:00,190462,9950,19.0,9,1,3,0,0
106264,11120.0,COMPLETE,Loan requested,2011-12-01 15:43:55,2011-12-01 14:07:10.790000+01:00,190462,9950,19.0,9,1,3,0,0
106265,11120.0,COMPLETE,Create loan offer,2011-12-01 15:43:56,2011-12-01 14:07:10.790000+01:00,190462,9950,19.0,9,1,3,0,0
106266,11120.0,COMPLETE,Sent loan offer to client,2011-12-01 15:43:56,2011-12-01 14:07:10.790000+01:00,190462,9950,19.0,9,1,3,0,0
106272,11259.0,COMPLETE,Receive documents from client,2011-12-16 10:12:15,2011-12-01 14:07:10.790000+01:00,190462,9950,19.0,9,1,3,0,0
106293,10629.0,COMPLETE,Approve loan request,2011-12-21 08:29:24,2011-12-01 14:07:10.790000+01:00,190462,9950,19.0,9,1,3,0,0
106599,11189.0,COMPLETE,Loan requested,2011-12-01 16:30:26,2011-12-01 16:24:33.236000+01:00,190522,15800,33.0,9,1,4,0,0
106600,11189.0,COMPLETE,Create loan offer,2011-12-01 16:30:28,2011-12-01 16:24:33.236000+01:00,190522,15800,33.0,9,1,4,0,0
106601,11189.0,COMPLETE,Sent loan offer to client,2011-12-01 16:30:28,2011-12-01 16:24:33.236000+01:00,190522,15800,33.0,9,1,4,0,0
106641,11202.0,COMPLETE,Loan requested,2011-12-31 11:59:11,2011-12-01 16:24:33.236000+01:00,190522,15800,33.0,9,1,4,0,0
106642,11202.0,COMPLETE,Cancel loan request,2011-12-31 11:59:11,2011-12-01 16:24:33.236000+01:00,190522,15800,33.0,9,1,4,0,0
106643,11202.0,COMPLETE,Create loan offer,2011-12-31 11:59:12,2011-12-01 16:24:33.236000+01:00,190522,15800,33.0,9,1,4,0,0
106644,11202.0,COMPLETE,Sent loan offer to client,2011-12-31 11:59:12,2011-12-01 16:24:33.236000+01:00,190522,15800,33.0,9,1,4,0,0
106650,11049.0,COMPLETE,Receive documents from client,2012-01-02 13:51:25,2011-12-01 16:24:33.236000+01:00,190522,15800,33.0,9,1,4,0,0
106654,10138.0,COMPLETE,Approve loan request,2012-01-04 09:20:38,2011-12-01 16:24:33.236000+01:00,190522,15800,33.0,9,1,4,0,0
106691,11181.0,COMPLETE,Loan requested,2011-12-01 20:43:14,2011-12-01 16:35:16.414000+01:00,190528,12000,11.0,5,0,3,0,0
106692,11181.0,COMPLETE,Create loan offer,2011-12-01 20:43:15,2011-12-01 16:35:16.414000+01:00,190528,12000,11.0,5,0,3,0,0
106693,11181.0,COMPLETE,Sent loan offer to client,2011-12-01 20:43:15,2011-12-01 16:35:16.414000+01:00,190528,12000,11.0,5,0,3,0,0
106697,11259.0,COMPLETE,Receive documents from client,2011-12-07 10:58:54,2011-12-01 16:35:16.414000+01:00,190528,12000,11.0,5,0,3,0,0
106733,10138.0,COMPLETE,Approve loan request,2011-12-13 11:19:41,2011-12-01 16:35:16.414000+01:00,190528,12000,11.0,5,0,3,0,0
106924,10929.0,COMPLETE,Loan requested,2011-12-01 19:36:13,2011-12-01 19:16:26.142000+01:00,190567,5000,14.0,10,1,5,0,0
106926,10929.0,COMPLETE,Create loan offer,2011-12-01 19:36:15,2011-12-01 19:16:26.142000+01:00,190567,5000,14.0,10,1,5,0,0
106927,10929.0,COMPLETE,Sent loan offer to client,2011-12-01 19:36:15,2011-12-01 19:16:26.142000+01:00,190567,5000,14.0,10,1,5,0,0
106937,11259.0,COMPLETE,Receive documents from client,2011-12-07 10:51:53,2011-12-01 19:16:26.142000+01:00,190567,5000,14.0,10,1,5,0,0
106962,10913.0,COMPLETE,Cancel loan request,2011-12-09 18:00:22,2011-12-01 19:16:26.142000+01:00,190567,5000,14.0,10,1,5,0,0
106963,10913.0,COMPLETE,Loan requested,2011-12-09 18:00:22,2011-12-01 19:16:26.142000+01:00,190567,5000,14.0,10,1,5,0,0
106964,10913.0,COMPLETE,Create loan offer,2011-12-09 18:00:24,2011-12-01 19:16:26.142000+01:00,190567,5000,14.0,10,1,5,0,0
106965,10913.0,COMPLETE,Sent loan offer to client,2011-12-09 18:00:24,2011-12-01 19:16:26.142000+01:00,190567,5000,14.0,10,1,5,0,0
106975,10971.0,COMPLETE,Receive documents from client,2011-12-10 14:44:24,2011-12-01 19:16:26.142000+01:00,190567,5000,14.0,10,1,5,0,0
106995,10972.0,COMPLETE,Approve loan request,2011-12-16 15:49:55,2011-12-01 19:16:26.142000+01:00,190567,5000,14.0,10,1,5,0,0
107051,10861.0,COMPLETE,Loan requested,2011-12-01 20:07:05,2011-12-01 19:42:55.327000+01:00,190576,2500,10.0,5,0,3,0,0
107053,10861.0,COMPLETE,Create loan offer,2011-12-01 20:07:06,2011-12-01 19:42:55.327000+01:00,190576,2500,10.0,5,0,3,0,0
107054,10861.0,COMPLETE,Sent loan offer to client,2011-12-01 20:07:06,2011-12-01 19:42:55.327000+01:00,190576,2500,10.0,5,0,3,0,0
107060,10899.0,COMPLETE,Receive documents from client,2011-12-07 10:30:37,2011-12-01 19:42:55.327000+01:00,190576,2500,10.0,5,0,3,0,0
107078,10609.0,COMPLETE,Approve loan request,2011-12-12 08:48:51,2011-12-01 19:42:55.327000+01:00,190576,2500,10.0,5,0,3,0,0
107134,10929.0,COMPLETE,Loan requested,2011-12-02 10:21:46,2011-12-01 19:49:31.672000+01:00,190585,10000,13.0,5,0,3,0,0
107135,10929.0,COMPLETE,Create loan offer,2011-12-02 10:21:48,2011-12-01 19:49:31.672000+01:00,190585,10000,13.0,5,0,3,0,0
107136,10929.0,COMPLETE,Sent loan offer to client,2011-12-02 10:21:48,2011-12-01 19:49:31.672000+01:00,190585,10000,13.0,5,0,3,0,0
107140,11259.0,COMPLETE,Receive documents from client,2011-12-07 11:03:18,2011-12-01 19:49:31.672000+01:00,190585,10000,13.0,5,0,3,0,0
107181,10138.0,COMPLETE,Approve loan request,2011-12-15 14:38:41,2011-12-01 19:49:31.672000+01:00,190585,10000,13.0,5,0,3,0,0
107276,10971.0,COMPLETE,Loan requested,2011-12-02 13:44:34,2011-12-01 21:28:58.400000+01:00,190600,25000,14.0,9,1,4,0,0
107278,10971.0,COMPLETE,Create loan offer,2011-12-02 13:44:35,2011-12-01 21:28:58.400000+01:00,190600,25000,14.0,9,1,4,0,0
107279,10971.0,COMPLETE,Sent loan offer to client,2011-12-02 13:44:35,2011-12-01 21:28:58.400000+01:00,190600,25000,14.0,9,1,4,0,0
107283,10912.0,COMPLETE,Cancel loan request,2011-12-03 11:15:12,2011-12-01 21:28:58.400000+01:00,190600,25000,14.0,9,1,4,0,0
107284,10912.0,COMPLETE,Loan requested,2011-12-03 11:15:12,2011-12-01 21:28:58.400000+01:00,190600,25000,14.0,9,1,4,0,0
107285,10912.0,COMPLETE,Create loan offer,2011-12-03 11:15:14,2011-12-01 21:28:58.400000+01:00,190600,25000,14.0,9,1,4,0,0
107286,10912.0,COMPLETE,Sent loan offer to client,2011-12-03 11:15:14,2011-12-01 21:28:58.400000+01:00,190600,25000,14.0,9,1,4,0,0
107292,11259.0,COMPLETE,Receive documents from client,2011-12-12 10:29:56,2011-12-01 21:28:58.400000+01:00,190600,25000,14.0,9,1,4,0,0
107319,10138.0,COMPLETE,Approve loan request,2011-12-16 14:00:29,2011-12-01 21:28:58.400000+01:00,190600,25000,14.0,9,1,4,0,0
107461,11122.0,COMPLETE,Loan requested,2011-12-02 17:49:09,2011-12-01 22:48:20.189000+01:00,190624,5000,11.0,5,0,3,0,0
107463,11122.0,COMPLETE,Create loan offer,2011-12-02 17:49:11,2011-12-01 22:48:20.189000+01:00,190624,5000,11.0,5,0,3,0,0
107464,11122.0,COMPLETE,Sent loan offer to client,2011-12-02 17:49:12,2011-12-01 22:48:20.189000+01:00,190624,5000,11.0,5,0,3,0,0
107468,10789.0,COMPLETE,Receive documents from client,2011-12-09 12:12:23,2011-12-01 22:48:20.189000+01:00,190624,5000,11.0,5,0,3,0,0
107489,10809.0,COMPLETE,Approve loan request,2011-12-14 13:21:06,2011-12-01 22:48:20.189000+01:00,190624,5000,11.0,5,0,3,0,0
107660,10910.0,COMPLETE,Loan requested,2011-12-02 10:03:54,2011-12-02 01:43:12.209000+01:00,190645,7500,11.0,5,0,3,0,0
107662,10910.0,COMPLETE,Create loan offer,2011-12-02 10:03:55,2011-12-02 01:43:12.209000+01:00,190645,7500,11.0,5,0,3,0,0
107663,10910.0,COMPLETE,Sent loan offer to client,2011-12-02 10:03:55,2011-12-02 01:43:12.209000+01:00,190645,7500,11.0,5,0,3,0,0
107667,11259.0,COMPLETE,Receive documents from client,2011-12-09 10:36:16,2011-12-02 01:43:12.209000+01:00,190645,7500,11.0,5,0,3,0,0
107681,10779.0,COMPLETE,Approve loan request,2011-12-14 09:34:24,2011-12-02 01:43:12.209000+01:00,190645,7500,11.0,5,0,3,0,0
108011,10909.0,COMPLETE,Loan requested,2011-12-05 09:50:56,2011-12-02 11:42:44.406000+01:00,190710,10000,9.0,5,0,3,0,0
108013,10909.0,COMPLETE,Create loan offer,2011-12-05 09:50:58,2011-12-02 11:42:44.406000+01:00,190710,10000,9.0,5,0,3,0,0
108014,10909.0,COMPLETE,Sent loan offer to client,2011-12-05 09:50:58,2011-12-02 11:42:44.406000+01:00,190710,10000,9.0,5,0,3,0,0
108022,11049.0,COMPLETE,Receive documents from client,2011-12-12 10:39:17,2011-12-02 11:42:44.406000+01:00,190710,10000,9.0,5,0,3,0,0
108039,10138.0,COMPLETE,Approve loan request,2011-12-15 08:35:44,2011-12-02 11:42:44.406000+01:00,190710,10000,9.0,5,0,3,0,0
108069,10932.0,COMPLETE,Loan requested,2011-12-02 16:42:38,2011-12-02 12:28:35.771000+01:00,190719,10000,53.0,9,1,4,0,0
108071,10932.0,COMPLETE,Create loan offer,2011-12-02 16:42:39,2011-12-02 12:28:35.771000+01:00,190719,10000,53.0,9,1,4,0,0
108072,10932.0,COMPLETE,Sent loan offer to client,2011-12-02 16:42:39,2011-12-02 12:28:35.771000+01:00,190719,10000,53.0,9,1,4,0,0
108096,11200.0,COMPLETE,Loan requested,2011-12-31 12:25:08,2011-12-02 12:28:35.771000+01:00,190719,10000,53.0,9,1,4,0,0
108097,11200.0,COMPLETE,Cancel loan request,2011-12-31 12:25:08,2011-12-02 12:28:35.771000+01:00,190719,10000,53.0,9,1,4,0,0
108098,11200.0,COMPLETE,Create loan offer,2011-12-31 12:25:10,2011-12-02 12:28:35.771000+01:00,190719,10000,53.0,9,1,4,0,0
108099,11200.0,COMPLETE,Sent loan offer to client,2011-12-31 12:25:10,2011-12-02 12:28:35.771000+01:00,190719,10000,53.0,9,1,4,0,0
108109,11259.0,COMPLETE,Receive documents from client,2012-01-13 16:27:23,2011-12-02 12:28:35.771000+01:00,190719,10000,53.0,9,1,4,0,0
108138,10609.0,COMPLETE,Approve loan request,2012-01-25 10:46:37,2011-12-02 12:28:35.771000+01:00,190719,10000,53.0,9,1,4,0,0
108151,10609.0,COMPLETE,Loan requested,2011-12-02 12:50:28,2011-12-02 12:47:47.860000+01:00,190722,7000,2.0,5,0,1,0,1
108153,10609.0,COMPLETE,Create loan offer,2011-12-02 12:50:30,2011-12-02 12:47:47.860000+01:00,190722,7000,2.0,5,0,1,0,1
108154,10609.0,COMPLETE,Sent loan offer to client,2011-12-02 12:50:30,2011-12-02 12:47:47.860000+01:00,190722,7000,2.0,5,0,1,0,1
108158,10609.0,COMPLETE,Receive documents from client,2011-12-02 12:51:19,2011-12-02 12:47:47.860000+01:00,190722,7000,2.0,5,0,1,0,1
108177,10609.0,COMPLETE,Approve loan request,2011-12-05 10:08:44,2011-12-02 12:47:47.860000+01:00,190722,7000,2.0,5,0,1,0,1
108195,11002.0,COMPLETE,Loan requested,2011-12-02 13:35:37,2011-12-02 13:23:36.717000+01:00,190731,15000,16.0,9,1,3,0,0
108196,11002.0,COMPLETE,Create loan offer,2011-12-02 13:35:38,2011-12-02 13:23:36.717000+01:00,190731,15000,16.0,9,1,3,0,0
108197,11002.0,COMPLETE,Sent loan offer to client,2011-12-02 13:35:38,2011-12-02 13:23:36.717000+01:00,190731,15000,16.0,9,1,3,0,0
108201,11002.0,COMPLETE,Cancel loan request,2011-12-02 13:44:34,2011-12-02 13:23:36.717000+01:00,190731,15000,16.0,9,1,3,0,0
108202,11002.0,COMPLETE,Loan requested,2011-12-02 13:44:34,2011-12-02 13:23:36.717000+01:00,190731,15000,16.0,9,1,3,0,0
108203,11002.0,COMPLETE,Create loan offer,2011-12-02 13:44:36,2011-12-02 13:23:36.717000+01:00,190731,15000,16.0,9,1,3,0,0
108204,11002.0,COMPLETE,Sent loan offer to client,2011-12-02 13:44:36,2011-12-02 13:23:36.717000+01:00,190731,15000,16.0,9,1,3,0,0
108220,11259.0,COMPLETE,Receive documents from client,2011-12-15 10:31:36,2011-12-02 13:23:36.717000+01:00,190731,15000,16.0,9,1,3,0,0
108225,10809.0,COMPLETE,Approve loan request,2011-12-19 12:11:08,2011-12-02 13:23:36.717000+01:00,190731,15000,16.0,9,1,3,0,0
108390,11122.0,COMPLETE,Loan requested,2011-12-02 17:21:28,2011-12-02 14:24:46.930000+01:00,190749,5000,9.0,5,0,3,0,0
108391,11122.0,COMPLETE,Create loan offer,2011-12-02 17:21:29,2011-12-02 14:24:46.930000+01:00,190749,5000,9.0,5,0,3,0,0
108392,11122.0,COMPLETE,Sent loan offer to client,2011-12-02 17:21:29,2011-12-02 14:24:46.930000+01:00,190749,5000,9.0,5,0,3,0,0
108396,11049.0,COMPLETE,Receive documents from client,2011-12-08 09:50:27,2011-12-02 14:24:46.930000+01:00,190749,5000,9.0,5,0,3,0,0
108410,10609.0,COMPLETE,Approve loan request,2011-12-12 13:54:45,2011-12-02 14:24:46.930000+01:00,190749,5000,9.0,5,0,3,0,0
108444,11122.0,COMPLETE,Loan requested,2011-12-06 19:24:16,2011-12-02 14:39:50.121000+01:00,190752,21500,16.0,9,1,3,0,0
108445,11122.0,COMPLETE,Create loan offer,2011-12-06 19:24:18,2011-12-02 14:39:50.121000+01:00,190752,21500,16.0,9,1,3,0,0
108446,11122.0,COMPLETE,Sent loan offer to client,2011-12-06 19:24:18,2011-12-02 14:39:50.121000+01:00,190752,21500,16.0,9,1,3,0,0
108450,11122.0,COMPLETE,Cancel loan request,2011-12-06 19:25:47,2011-12-02 14:39:50.121000+01:00,190752,21500,16.0,9,1,3,0,0
